制作公司（母）,子分类,游戏名称,游戏译名,发售日,汉化组,汉化进度,备注,DL推荐,官网,其他网址
UNiSONSHIFT（ユニゾンシフト）,,時計仕掛けのレイライン -残影の夜が明ける時-,時鐘機關的Ley-line -殘影之夜將明時-,2013/1/25,A.T.Field漢化組 x Arcus漢化組,漢化完成,,,,
UNiSONSHIFT（ユニゾンシフト）,,流星☆キセキ ‐SHOOTING PROBE‐,流星☆奇蹟 ‐SHOOTING PROBE‐,2013/3/29,Garland漢化組,漢化中,估計已棄坑,,,
UNiSONSHIFT（ユニゾンシフト）,,時計仕掛けのレイライン -朝霧に散る花-,時鐘機關的Ley-line -朝霧中飄零之花-,2015/1/30,A.T.Field漢化組,漢化完成,,,,
UNiSONSHIFT（ユニゾンシフト）,,あなたに恋する恋愛ルセット,與你相戀的戀愛Recette,2017/5/26,天空鴿劇漢化??組 / 默示遊戲中文化興趣小組,漢化完成,,,,
,,,,,,,,,,
Whirlpool（ワールプール）,,MagusTale～世界樹と恋する魔法使い～,MagusTale～世界樹與戀愛的魔法使～,2007/11/30,AUGUST中文化委員會,漢化完成,,,,
Whirlpool（ワールプール）,,MagusTale Infinity,,2008/6/13,AUGUST中文化委員會,漢化完成,,,,
Whirlpool（ワールプール）,,"77（セブンズ） ～And, two stars meet again～",77~和雙星再會之時~,2009/7/31,Gal雲論壇,漢化完成,,,,
Whirlpool（ワールプール）,,涼風のメルト -Where wishes are drawn to each other-,涼風的物語,2010/8/27,臉腫漢化組,漢化完成,,,,
Whirlpool（ワールプール）,,LunarisFilia～キスと契約と深紅の瞳～,Lunaris Filia～親吻契約與真紅之瞳～,2011/9/30,心願屋漢化組,漢化完成,,,,
Whirlpool（ワールプール）,,鯨神のティアスティラ,,2015/2/27,心願屋漢化組,部分漢化,目前僅少量文本漢化,,,
Whirlpool（ワールプール）,,猫忍えくすはーと,NEKO-NIN exHeart,2017/2/24,Sekai Project,官方中文化,,https://store.steampowered.com/app/407310/,,
Whirlpool（ワールプール）,,猫忍えくすはーと +PLUS なち編,,2017/11/2,Denpasoft / Sekai Project,官方中文化,,https://store.steampowered.com/app/744520/,,
Whirlpool（ワールプール）,,猫忍えくすはーと +PLUS 彩羽編,,2017/11/17,Denpasoft / Sekai Project,官方中文化,,https://store.steampowered.com/app/750990/,,
Whirlpool（ワールプール）,,猫忍えくすはーと 2,NEKO-NIN exHeart 2,2018/3/30,Denpasoft / Sekai Project,官方中文化,,https://store.steampowered.com/app/828580/,,
Whirlpool（ワールプール）,,猫忍えくすはーと２ LOVE +PLUS,,2018/12/14,Denpasoft / Sekai Project,官方中文化,,https://store.steampowered.com/app/1027130,,
Whirlpool（ワールプール）,,猫忍えくすはーと 3,NEKO-NIN exHeart 3,2019/7/26,Denpasoft / Sekai Project,官方中文化,,https://store.steampowered.com/app/1129250/,,
Whirlpool（ワールプール）,,pieces/渡り鳥のソムニウム,,2019/3/29,待補,漢化中,,,,
,,,,,,,,,,
WAFFLE,,巨乳ファンタジー,,2009/10/23,臉腫漢化組,漢化中,估計已棄坑,,,
WAFFLE,,変態エルフ姉妹と真面目オーク,變態妖精姐妹與死正經獸人,2019/3/29,心願屋漢化組,漢化完成,,,,
,,,,,,,,,,
YUZU-SOFT（ゆずソフト）,,ぶらばん！,管樂戀曲,2006/7/28,彌生月漢化組,漢化完成,,,,
YUZU-SOFT（ゆずソフト）,,E×E,Empty × Embryo,2007/6/1,織部學園同好會 / 萌空漢化組,漢化完成,,,,
YUZU-SOFT（ゆずソフト）,,夏空カナタ,夏空彼方,2008/5/23,I've工作室&杏子御津愛護同好會,漢化完成,,,,
YUZU-SOFT（ゆずソフト）,,天神乱漫LUCKY or UNLUCKY!?,天神亂漫LUCKY or UNLUCKY!?,2009/5/29,妹乃萌漢化組,漢化完成,,,,
YUZU-SOFT（ゆずソフト）,,のーぶる☆わーくす,NOBLE☆WORKS,2010/12/24,私立秀峰學院漢化組,漢化完成,,,,
YUZU-SOFT（ゆずソフト）,,DRACU-RIOT！（ドラクリオット）,,2012/3/30,櫻花漢化組 / 萌空漢化組 x DR敢死隊 x 柚子漢化部 x 廢萌統一戰線,漢化完成,,,,
YUZU-SOFT（ゆずソフト）,,天色＊アイルノーツ,天色幻想島,2013/7/26,PRO2漢化組 / 天霞漢化組 / ????漢化組,漢化完成,,,,
YUZU-SOFT（ゆずソフト）,,サノバウィッチ,魔女的夜宴,2015/2/27,X’moe 漢化（女裝學院）組,漢化完成,,,,
YUZU-SOFT（ゆずソフト）,,千恋＊万花,,2016/7/29,"Hikari Field / NekoNyan
城彩學園漢化組 x x 落櫻漢化組 / 心願屋漢化組",官方中文化,,https://store.steampowered.com/app/1144400/,,
YUZU-SOFT（ゆずソフト）,,RIDDLE JOKER,,2018/3/30,"Hikari Field
彌生月漢化組 / 默示漢化組",漢化完成,中文化進行中,,,https://hikarifield.co.jp/riddle/
YUZU-SOFT（ゆずソフト）,,喫茶ステラと死神の蝶,星光咖啡館與死神之蝶,2019/12/20,彌生月漢化組&天之聖杯漢化組,漢化完成,,,,
,,,,,,,,,,
3rdEye,,BLOODY?RONDO,,2011/1/28,個人漢化,漢化完成,有部分bug與部分HS未漢化,,,
3rdEye,,幻創のイデア ～Oratorio Phantasm Historia～,幻創的幻人,2013/6/28,AUGUST中文化委員會 / 冰之殤漢化組,漢化完成,,,,
,,,,,,,,,,
ωstar,,美少女万華鏡 -呪われし伝説の少女-,美少女萬華鏡 -被詛咒之傳說少女-,2011/12/29,冥月漢化組,漢化完成,,,,
ωstar,,美少女万華鏡 -忘れな草と永遠の少女-,美少女萬華鏡2 -勿忘草與永遠的少女-,2012/7/27,萌你妹漢化組,漢化完成,,,,
ωstar,,美少女万華鏡 -かつて少女だった君へ-,美少女萬華鏡2.5 -獻給曾是少女的妳-,2014/2/28,萌你妹漢化組,漢化完成,,,,
ωstar,,美少女万華鏡 -神が造りたもうた少女たち-,美少女万華鏡3 -神明所創造的少女們-,2015/3/27,臉腫漢化組 / 萌你妹漢化組,漢化完成,,,,
ωstar,,美少女万華鏡 -罪と罰の少女-,美少女万華鏡4 -罪與罰的少女-,2017/7/28,臉腫漢化組 / 萌你妹 x 瑞樹漢化組,漢化完成,,,,
ωstar,,美少女万華鏡 -理と迷宮の少女-,美少女万華鏡5 -理與迷宮的少女-,2020/5/29,"正經同人
個人漢化",漢化完成,中文化進行中,,,https://bishojomangekyo.com/
,,,,,,,,,,
あざらしそふと,,アマカノ,,2014/12/19,綠茶漢化組,漢化中,,,,
あざらしそふと,,アイカギ,愛之鑰,2017/1/27,白井木學園,漢化完成,,,,
あざらしそふと,,アイカギ ～アフターデイズ～,愛之鑰甜園夏日,2018/1/26,白井木學園,漢化完成,,,,
あざらしそふと,,アイカギ2,愛之鑰2,2019/4/26,伊甸學園,漢化完成,,,,
あざらしそふと＋１,,アイコトバ,,2019/12/20,個人漢化,漢化中,,,,
,,,,,,,,,,
暁WORKS,,るいは智を呼ぶ,智以類聚,2008/6/26,PRO2漢化組,漢化中,估計已棄坑,,,
暁WORKS,,DEVILS DEVEL CONCEPT,,2009/2/26,個人漢化,漢化完成,,,,
暁WORKS,,ハロー?レディ！,淑女同萌！,2014/3/28,Hikari Field,官方中文化,,https://store.steampowered.com/app/783120/,,
暁WORKS,,ハロー?レディ！ -New Division-,淑女同萌！-New Division-,2014/12/19,Hikari Field,官方中文化,,https://store.steampowered.com/app/1025070/,,
暁WORKS,,緋のない所に烟は立たない -緋修離と一蓮托生の女たち-,,2017/1/27,心願屋漢化組,漢化完成,,,,
暁WORKS,,ハロー?レディ！ -Superior Entelecheia-,,2018/11/30,Hikari Field,漢化完成,,https://www.dlsite.com/soft/work/=/product_id/VJ013398.html,https://hikarifield.co.jp/hello_se/index.html,
,,,,,,,,,,
アパタイト,,兄妹秘哀 ～イヤなのに、カンじちゃう～,兄妹秘哀～口嫌體正直～,2012/2/24,臉腫漢化組,漢化完成,,,,
アパタイト,,りとるほーる ～俺の娘がこんなに……なハズがない,Littlehole～我的女兒不可能這麼,2012/10/19,心願屋漢化組,漢化完成,,,,
アパタイト,,上司の妻は、元カノでした ～嫌がりながらも、枕営業に溺れていくアフター5～,上司的妻子是我的前任 ～雖然很討厭，但卻沉溺於下班後的枕營業～,2014/5/23,靈夢御所,漢化完成,,,,
アパタイト,,愛娘は、マゾ性隷 ～娘だからって遠慮しないでね？～,,2015/11/27,心願屋漢化組,漢化完成,,,,
アパタイト,,パパァ…もうやめてぇ…。 ～愛娘へのしつけは肉棒で～,,2017/6/23,心願屋漢化組,漢化完成,,,,
アパタイト,,ビッチギャルのガチイキアクメ ～家庭教師の童貞巨根にハマり堕ち～,,2018/5/25,待補,漢化完成,,,,
アパタイト,,曾祖母のひ孫筆おろし ～ひぃばあちゃん、もっとしたいよ～,,2019/6/28,待補,漢化完成,怕,,,
アパタイト,,孫の巨根の虜になりました ～家族旅行で、お婆ちゃんが筆おろし～,祖母的落葉愛情,2020/2/28,個人漢化,漢化完成,WTF,,,
,,,,,,,,,,
アンモライト,,桃色恋恋 ～姉妹とつむぐエッチな関係～,,2014/1/31,臉腫漢化組,漢化完成,,,,
アンモライト,,インモラル?ラヴァーズ ～嫁や義父には言えない家庭の情事～,有違常理的愛念,2013/11/29,心願屋漢化組,漢化完成,,,,
アンモライト,,夏色蜜汗 ～えっちな少女としたたる匂い～,夏色蜜汗 ～色色的少女與甜甜的體香～,2014/11/28,靈夢御所,漢化完成,,,,
アンモライト,,すうぃ～と☆SwitcH ～まじわるシセンでとろけるカラダ～,,2015/4/24,靈夢御所,漢化完成,,,,
アンモライト,,妻色少女 ～ふうふせいかつ、始めます～,,2015/8/28,無名,漢化完成,,,,
アンモライト,,お兄ちゃん、教えて…… ～義妹とヒミツの保健実習～,,2015/12/25,心願屋漢化組,漢化完成,,,,
アンモライト,,りとる☆ついんず ～すぐにトリコにしてあげる?～,little☆twins～立刻將你俘虜,2016/4/28,心願屋漢化組,漢化完成,,,,
アンモライト,,おっぱいカフェ ～母娘でコスちち～,,2017/4/28,心願屋漢化組,漢化完成,,,,
,,,,,,,,,,
ういんどみる / ういんどみるOasis,,はぴねす！,Happiness!,2005/10/21,伊甸學園,漢化中,,,,
ういんどみる / ういんどみるOasis,,祝福のカンパネラ,祝福的鐘聲,2009/1/30,命之旅團工作室,漢化中,估計已棄坑,,,
ういんどみる / ういんどみるOasis,,Hyper→Highspeed→Genius,,2011/6/24,HHG漢化組,漢化中,估計已棄坑,,,
ういんどみる / ういんどみるOasis,,神がかりクロスハート！,神靈附體 Cross Hearty！,2012/5/25,櫻色之空漢化組,漢化中,估計已棄坑,,,
ういんどみる / ういんどみるOasis,,ウィッチズガーデン,魔女的花園,2012/11/30,星夜&櫻色之空,漢化中,體驗版已漢化,,,
ういんどみる / ういんどみるOasis,,はぴねす！2 Sakura Celebration,Happiness! 2 櫻花盛典,2019/2/22,Hikari Field,官方中文化,,https://www.dlsite.com/soft/work/=/product_id/VJ013398.html,,https://www.hikarifield.co.jp/happiness2/
,,,,,,,,,,
ウグイスカグラ,,紙の上の魔法使い,紙上的魔法使,2014/12/19,活字同好會,漢化完成,H部分未漢化,,,
ウグイスカグラ,,水葬銀貨のイストリア,水葬銀貨的Istria,2017/3/24,御宅同萌 / 心願屋漢化組,部分漢化,,,,
ウグイスカグラ,,空に刻んだパラレログラム,印刻天際的Parallelogram,2018/12/21,默示漢化組,漢化完成,,,,
,,,,,,,,,,
きゃべつそふと,,星恋＊ティンクル,星戀*twinkle,2017/1/27,城彩學園漢化組 x x 落櫻漢化組,漢化完成,,,,
きゃべつそふと,,アメイジング?グレイス -What color is your attribute？-,奇異恩典,2018/11/30,天之聖杯漢化組,漢化中,,,,
きゃべつそふと,,あまいろショコラータ,巧克甜戀,2020/1/31,Sekai Project / 櫻色之空漢化組,官方中文化,,https://store.steampowered.com/app/1238680,,
,,,,,,,,,,
戯画（GIGA）,,ハーレムブレイドII～Dark Angel～,黎明聖記 -暗黑天使-,2000/3/3,TGL,官方中文化,,,,
戯画（GIGA）,機甲戰線系列,BALDR BULLET,機甲戰線,2000/10/27,TGL,官方中文化,需查證,,,
戯画（GIGA）,,Ripple～ブルーシールへようこそっ～,Ripple～歡迎來到Blue Seal～,2002/4/5,Famille漢化組,漢化中,,,,
戯画（GIGA）,機甲戰線系列,BALDR FORCE,,2002/11/1,《BALDR FORCE EXE》中文化委員會,漢化完成,,,,
戯画（GIGA）,Other (GIGA),ショコラ ～maid cafe ”curio”～ Standard Edition,女僕咖啡巧克拉,2003/4/4,丸戶廚同好會,漢化完成,製作公司為TGL,,,
戯画（GIGA）,Other (GIGA),V.G. NEO,,2003/12/19,妹乃萌漢化組,漢化完成,,,,
戯画（GIGA）,Other (GIGA),パルフェ～ショコラ second brew～,女僕咖啡帕露菲,2005/3/25,CK-GAL中文化小組 / famille漢化組,漢化完成,,,,
戯画（GIGA）,Other (GIGA),この青空に約束を,青空下的約定,2006/3/31,CK-GAL中文化小組,漢化完成,,,,
戯画（GIGA）,Other (GIGA),フォセット～Cafe au Le Ciel Bleu～,,2006/12/22,CK-GAL中文化小組,漢化完成,,,,
戯画（GIGA）,Other (GIGA),パルフェ ～ショコラ second brew～,女僕咖啡帕露菲 SE版,2007/6/29,待補,漢化完成,版權由TGL接手,,,
戯画（GIGA）,機甲戰線系列,BALDR SKY Dive1“LostMemory”,,2009/3/27,Sekai Project / Baldrsky漢化組,官方中文化,,https://store.steampowered.com/app/741140/,,
戯画（GIGA）,機甲戰線系列,BALDR SKY Dive2“RECORDARE”,,2009/11/27,Sekai Project / Baldrsky漢化組,官方中文化,,https://store.steampowered.com/app/741140/,,
戯画（GIGA）,機甲戰線系列,BALDR SKY DiveX“DREAM WORLD”,,2010/9/24,BSD漢化組,漢化完成,,,,
戯画（GIGA）,Other (GIGA),さかあがりハリケーン,,2011/7/28,坂上台風漢化委員會,漢化完成,PSP,,,
戯画（GIGA）,Other (GIGA),シュクレ～sweetand charming time for you～,,2011/9/22,月見漢化組,漢化中,估計已棄坑,,,
戯画（GIGA）,Other (GIGA),マテリアルブレイブ,Material Brave,2012/3/23,BSYUA漢化組,漢化完成,,,,
戯画（GIGA）,Other (GIGA),ハーヴェストオーバーレイ,Harvest OverRay,2014/6/27,斜眼漢化組,漢化中,估計已棄坑,,,
戯画（GIGA）,,ハルキス,,2015/1/30,神風小隊漢化組,漢化中,,,,
戯画（GIGA）,,甘えかたは彼女なりに,一如她的撒嬌方式,2016/2/26,默示遊戲中文化興趣小組,漢化完成,,,,
戯画（GIGA）,,BALDR HEART,,2016/8/26,默示遊戲中文化興趣小組,漢化完成,,,,
戯画（GIGA）,,アオナツライン,青夏line,2019/3/29,萌你妹漢化組,漢化中,,,,
,,,,,,,,,,
すたじお緑茶,,マジカライド,魔女騎士,2008/7/4,未來數位,官方中文化,,,,
すたじお緑茶,,恋色空模様,,2010/3/26,綠茶漢化組,漢化中,,,,
すたじお緑茶,,祝福の鐘の音は、桜色の風と共に,祝福之鐘的音律與櫻色之風共行,2012/10/26,廢萌統一戰線,漢化中,估計已棄坑,,,
,,,,,,,,,,
ソフトハウスキャラ,,巣作りドラゴン,巢作之龍,2004/6/25,哈尼喵漢化組,漢化完成,,,,
ソフトハウスキャラ,,王賊,,2007/6/29,哈尼喵漢化組,漢化完成,,,,
ソフトハウスキャラ,,BUNNYBLACK,,2010/7/30,哈尼喵漢化組,漢化中,,,,
ソフトハウスキャラ,,BUNNYBLACK 2,,2012/1/27,哈尼喵漢化組,漢化完成,,,,
ソフトハウスキャラ,,BUNNYBLACK 3,,2013/6/21,哈尼喵漢化組,漢化完成,,,,
ソフトハウスキャラ,,アウトベジタブルズ,怪盜夜祭,2014/6/27,哈尼喵漢化組,漢化完成,,,,
,,,,,,,,,,
でぼの巣製作所,,空を仰ぎて雲たかく,仰望天上雲朵 / 仰天遙望白雲飄,2010/7/30,DebonosuWorks / 心願屋漢化組 / 千界漢化組,官方中文化,,https://store.steampowered.com/app/456760/,,
でぼの巣製作所,,時を奏でる円舞曲,,2011/7/29,心願屋漢化組,漢化完成,,,,
でぼの巣製作所,,花咲く乙女と恋の魔導書～ギルドのない村にギルドを作ろう！～,花開少女與戀之魔導書,2011/12/22,櫻色之空漢化組 (龍少女漢化委員會),漢化中,估計已棄坑,,,
,,,,,,,,,,
ねこねこソフト,,銀色,,2000/8/31,銀色漢化組,漢化完成,,,,
ねこねこソフト,,みずいろ,水色,2001/4/13,LostSummer水色漢化組,部分漢化,已棄坑,,,
ねこねこソフト,,朱－Aka－,,2003/6/13,《朱-Aka-》中文化委員會,漢化完成,,,,
ねこねこソフト,,120円の春,120日元之春,2005/2/24,GalGameMix,漢化完成,PS2,,,
ねこねこソフト,,サナララ,,2005/4/29,妹乃萌漢化組,漢化完成,,,,
ねこねこソフト,,Scarlett～スカーレット～,日常與非日常的境界線,2006/5/26,CK-GAL中文化小組,漢化完成,,,,
ねこねこソフト,,サナララR,,2012/10/26,"	Makura Castle / 為大忙人準備的漢化組",漢化中,已有體驗版漢化,,,
ねこねこソフト,,そして煌めく乙女と秘密＾5 ,,2013/11/29,鏡月鈴音漢化組,漢化中,,,http://nekoneko-soft.com/main/html/kiraoto/,
,,,,,,,,,,
ハイクオソフト,,よつのは,四葉草,2006/1/27,KDays漢化組,漢化完成,,,,
ハイクオソフト,,幼なじみとの暮らし方,與幼馴染的同居方法,2006/9/15,貓宮loli同好會,漢化中,,,,
ハイクオソフト,,ののと暮らそ！,,2007/8/24,Makura Castle,漢化完成,,,,
ハイクオソフト,,さくらさくら,雙櫻,2009/6/26,誓守童貞漢化組 / 雙櫻漢化小組,部分漢化,Ver0.4,,,
,,,,,,,,,,
ま～まれぇど,,キスと魔王と紅茶,親吻與魔王與紅茶,2009/10/30,KDays漢化組,漢化完成,,,,
ま～まれぇど,,らぶ2Quad,,2011/9/30,JB Buster漢化小組,漢化中,,,,
ま～まれぇど,,PRIMAL×HEARTS,月色天嬌,2014/8/29,天之聖杯漢化組 / 杏子御津愛護同好會,漢化完成,,,,
ま～まれぇど,,PRIMAL×HEARTS 2,,2015/10/30,KFC漢化組 / 彌生月漢化組,漢化中,,,,
ま～まれぇど,,お家に帰るまでがましまろです,回家之前軟綿綿,2017/7/28,心願屋漢化組,漢化完成,,,,
ま～まれぇど,,スタディ§ステディ,見習§戀人,2019/9/27,默示漢化組,漢化完成,,,,
,,,,,,,,,,
まどそふと,,ヤキモチストリーム,,2014/9/26,心願屋漢化組 / 臉腫漢化組,漢化完成,,,,
まどそふと,,ワガママハイスペック,任性highspec,2016/4/28,Sekai Project / Denpasoft / 土豆培根漢化組 / 彌生月漢化組,官方中文化,,https://store.steampowered.com/app/575480/,,
